flood_id	day_date	day_precip	day_evapor
20180807	2018-08-06 08:00:00	0.0	0
20180807	2018-08-06 09:00:00	0.0	0
20180807	2018-08-06 10:00:00	0.0	0
20180807	2018-08-06 11:00:00	0.0	0
20180807	2018-08-06 12:00:00	0.0	0
20180807	2018-08-06 13:00:00	0.3	0
20180807	2018-08-06 14:00:00	0.2	0
20180807	2018-08-06 15:00:00	0.0	0
20180807	2018-08-06 16:00:00	0.0	0
20180807	2018-08-06 17:00:00	0.0	0
20180807	2018-08-06 18:00:00	0.0	0
